0,1
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
2.0,98.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
7.000000000000001,93.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
15.0,85.0
100.0,0.0
100.0,0.0
1.0,99.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
9.0,91.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
2.0,98.0
0.0,100.0
0.0,100.0
2.0,98.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
98.0,2.0
100.0,0.0
0.0,100.0
3.0,97.0
6.0,94.0
100.0,0.0
4.0,96.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
5.0,95.0
5.0,95.0
0.0,100.0
2.0,98.0
100.0,0.0
98.0,2.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
16.0,84.0
18.0,82.0
57.99999999999999,42.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
100.0,0.0
100.0,0.0
5.0,95.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
2.0,98.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
98.0,2.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
99.0,1.0
5.0,95.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
5.0,95.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
2.0,98.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
2.0,98.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
97.0,3.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
99.0,1.0
0.0,100.0
100.0,0.0
100.0,0.0
2.0,98.0
6.0,94.0
100.0,0.0
100.0,0.0
0.0,100.0
4.0,96.0
100.0,0.0
100.0,0.0
4.0,96.0
100.0,0.0
2.0,98.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
3.0,97.0
99.0,1.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
7.000000000000001,93.0
0.0,100.0
77.0,23.0
100.0,0.0
100.0,0.0
0.0,100.0
4.0,96.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
97.0,3.0
2.0,98.0
100.0,0.0
0.0,100.0
100.0,0.0
6.0,94.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
99.0,1.0
100.0,0.0
100.0,0.0
1.0,99.0
2.0,98.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
2.0,98.0
0.0,100.0
100.0,0.0
100.0,0.0
95.0,5.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
16.0,84.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
21.0,79.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
99.0,1.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
4.0,96.0
2.0,98.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
11.0,89.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
6.0,94.0
1.0,99.0
12.0,88.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
12.0,88.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
21.0,79.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
94.0,6.0
0.0,100.0
100.0,0.0
94.0,6.0
100.0,0.0
100.0,0.0
0.0,100.0
1.0,99.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
2.0,98.0
98.0,2.0
1.0,99.0
100.0,0.0
5.0,95.0
0.0,100.0
100.0,0.0
86.0,14.000000000000002
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
99.0,1.0
0.0,100.0
99.0,1.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
5.0,95.0
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
4.0,96.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
14.000000000000002,86.0
0.0,100.0
0.0,100.0
0.0,100.0
0.0,100.0
4.0,96.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
7.000000000000001,93.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
1.0,99.0
1.0,99.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
4.0,96.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
20.0,80.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
1.0,99.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
9.833333333333332,90.16666666666666
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
5.0,95.0
100.0,0.0
5.0,95.0
4.0,96.0
100.0,0.0
95.0,5.0
1.0,99.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
10.0,90.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
2.0,98.0
20.0,80.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
1.0,99.0
3.0,97.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
23.0,77.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
4.0,96.0
99.0,1.0
100.0,0.0
100.0,0.0
100.0,0.0
15.0,85.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
12.0,88.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
67.0,33.0
0.0,100.0
0.0,100.0
1.0,99.0
7.000000000000001,93.0
1.0,99.0
100.0,0.0
99.0,1.0
100.0,0.0
0.0,100.0
100.0,0.0
99.0,1.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
0.0,100.0
100.0,0.0
4.0,96.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
8.0,92.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
6.0,94.0
100.0,0.0
1.0,99.0
100.0,0.0
6.0,94.0
97.0,3.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
99.0,1.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
99.0,1.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
8.0,92.0
100.0,0.0
0.0,100.0
5.0,95.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
14.000000000000002,86.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
3.0,97.0
1.0,99.0
100.0,0.0
100.0,0.0
33.0,67.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
6.0,94.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
99.0,1.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
31.0,69.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
97.0,3.0
100.0,0.0
100.0,0.0
2.0,98.0
0.0,100.0
100.0,0.0
0.0,100.0
3.0,97.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
2.0,98.0
6.0,94.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
0.0,100.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
100.0,0.0
99.0,1.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
1.0,99.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
94.0,6.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
6.0,94.0
100.0,0.0
100.0,0.0
100.0,0.0
4.0,96.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
56.00000000000001,44.0
100.0,0.0
0.0,100.0
100.0,0.0
87.0,13.0
100.0,0.0
1.0,99.0
4.0,96.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
97.0,3.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
1.0,99.0
3.0,97.0
100.0,0.0
99.0,1.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
0.0,100.0
99.0,1.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
7.000000000000001,93.0
1.0,99.0
3.0,97.0
100.0,0.0
0.0,100.0
1.0,99.0
0.0,100.0
99.0,1.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
3.0,97.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
2.0,98.0
2.0,98.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
96.0,4.0
100.0,0.0
0.0,100.0
100.0,0.0
5.0,95.0
0.0,100.0
100.0,0.0
96.0,4.0
0.0,100.0
100.0,0.0
100.0,0.0
6.0,94.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
52.0,48.0
6.0,94.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
89.0,11.0
0.0,100.0
100.0,0.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
99.0,1.0
0.0,100.0
99.0,1.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
1.0,99.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
8.0,92.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
10.0,90.0
0.0,100.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
7.000000000000001,93.0
7.000000000000001,93.0
94.0,6.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
88.0,12.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
98.0,2.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
17.0,83.0
0.0,100.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
6.0,94.0
3.0,97.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
88.0,12.0
100.0,0.0
100.0,0.0
0.0,100.0
0.0,100.0
2.0,98.0
1.0,99.0
100.0,0.0
1.0,99.0
0.0,100.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
100.0,0.0
1.0,99.0
11.0,89.0
100.0,0.0
100.0,0.0
100.0,0.0
74.0,26.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
0.0,100.0
1.0,99.0
100.0,0.0
100.0,0.0
97.0,3.0
1.0,99.0
100.0,0.0
100.0,0.0
9.0,91.0
100.0,0.0
100.0,0.0
100.0,0.0
1.0,99.0
100.0,0.0
100.0,0.0
1.0,99.0
3.0,97.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
0.0,100.0
2.0,98.0
100.0,0.0
100.0,0.0
100.0,0.0
95.0,5.0
100.0,0.0
100.0,0.0
0.0,100.0
1.0,99.0
99.0,1.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
5.0,95.0
100.0,0.0
100.0,0.0
8.0,92.0
100.0,0.0
100.0,0.0
0.0,100.0
100.0,0.0
100.0,0.0
6.0,94.0
7.000000000000001,93.0
0.0,100.0
100.0,0.0
100.0,0.0
100.0,0.0
100.0,0.0
